District,Chart,Instrument,Var_name,Variable,Section,Link_to_District,Type,Matrix_prompt,Item_text,Value,ResponseCategory,SubPopVar,SubPopVal,UnweightedCnt,Item_N,Flag_Row,Flag_Item,WeightedCntEstimate,WeightedCntSTDError,WeightedCntCILowerBound,WeightedCntCIUpperBound,WeightedPctEstimate,WeightedPctSTDError,WeightedPctCILowerBound,WeightedPctCIUpperBound,WeightedMean,WeightedMeanSE,WeightedMeanCILowerBound,WeightedMeanCIUpperBound,WeightedMedian
Boston,A1_1,Principal,A1_1c,A_Page_A1_1_c_A1_1,STATE CURRICULUM FRAMEWORKS,A1c,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts English Language Arts (ELA) Curriculum Framework.,Teachers have made instructional shifts over the last year to ensure students meet the expectations of the state's current 2011 ELA Curriculum Framework.,2,Disagree Somewhat,District Name,Boston,2,35,N,N,5.41,2.98,0,11.38,5.71,3.15,1.95,15.56,,,,,
Boston,A1_1,Principal,A1_1c,A_Page_A1_1_c_A1_1,STATE CURRICULUM FRAMEWORKS,A1c,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts English Language Arts (ELA) Curriculum Framework.,Teachers have made instructional shifts over the last year to ensure students meet the expectations of the state's current 2011 ELA Curriculum Framework.,3,Agree Somewhat,District Name,Boston,9,35,N,N,24.36,5.73,12.91,35.82,25.71,5.55,16.32,38.05,,,,,
Boston,A1_1,Principal,A1_1c,A_Page_A1_1_c_A1_1,STATE CURRICULUM FRAMEWORKS,A1c,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts English Language Arts (ELA) Curriculum Framework.,Teachers have made instructional shifts over the last year to ensure students meet the expectations of the state's current 2011 ELA Curriculum Framework.,4,Agree Strongly,District Name,Boston,24,35,N,N,64.97,8.33,48.3,81.64,68.57,5.98,55.78,79.05,,,,,
Boston,A1_1,Principal,A1_1c,A_Page_A1_1_c_A1_1,STATE CURRICULUM FRAMEWORKS,A1c,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts English Language Arts (ELA) Curriculum Framework.,Teachers have made instructional shifts over the last year to ensure students meet the expectations of the state's current 2011 ELA Curriculum Framework.,(missing),missing,District Name,Boston,3,35,N,N,8.12,3.65,0.82,15.43,,,,,,,,,
Boston,A1_1,Principal,A1_1c,A_Page_A1_1_c_A1_1,STATE CURRICULUM FRAMEWORKS,A1c,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts English Language Arts (ELA) Curriculum Framework.,Teachers have made instructional shifts over the last year to ensure students meet the expectations of the state's current 2011 ELA Curriculum Framework.,,,District Name,Boston,,35,N,N,,,,,,,,,3.63,0.08,3.47,3.78,4
Boston,A1_1,Principal,A1_1d,A_Page_A1_1_d_A1_1,STATE CURRICULUM FRAMEWORKS,A1d,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts English Language Arts (ELA) Curriculum Framework.,ELA state assessments provide useful information about how well students in my school are mastering the 2011 ELA state standards.,1,Disagree Strongly,District Name,Boston,4,31,N,N,10.83,4.24,2.34,19.31,12.9,4.9,5.98,25.66,,,,,
Boston,A1_1,Principal,A1_1d,A_Page_A1_1_d_A1_1,STATE CURRICULUM FRAMEWORKS,A1d,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts English Language Arts (ELA) Curriculum Framework.,ELA state assessments provide useful information about how well students in my school are mastering the 2011 ELA state standards.,2,Disagree Somewhat,District Name,Boston,5,31,N,N,13.54,4.79,3.96,23.11,16.13,5.36,8.15,29.42,,,,,
Boston,A1_1,Principal,A1_1d,A_Page_A1_1_d_A1_1,STATE CURRICULUM FRAMEWORKS,A1d,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts English Language Arts (ELA) Curriculum Framework.,ELA state assessments provide useful information about how well students in my school are mastering the 2011 ELA state standards.,3,Agree Somewhat,District Name,Boston,12,31,N,N,32.48,6.59,19.3,45.67,38.71,6.9,26.25,52.85,,,,,
Boston,A1_1,Principal,A1_1d,A_Page_A1_1_d_A1_1,STATE CURRICULUM FRAMEWORKS,A1d,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts English Language Arts (ELA) Curriculum Framework.,ELA state assessments provide useful information about how well students in my school are mastering the 2011 ELA state standards.,4,Agree Strongly,District Name,Boston,10,31,N,N,27.07,5.83,15.41,38.73,32.26,5.87,21.88,44.74,,,,,
Boston,A1_1,Principal,A1_1d,A_Page_A1_1_d_A1_1,STATE CURRICULUM FRAMEWORKS,A1d,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts English Language Arts (ELA) Curriculum Framework.,ELA state assessments provide useful information about how well students in my school are mastering the 2011 ELA state standards.,(missing),missing,District Name,Boston,3,31,N,N,8.12,3.65,0.82,15.43,,,,,,,,,
Boston,A1_1,Principal,A1_1d,A_Page_A1_1_d_A1_1,STATE CURRICULUM FRAMEWORKS,A1d,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts English Language Arts (ELA) Curriculum Framework.,ELA state assessments provide useful information about how well students in my school are mastering the 2011 ELA state standards.,-1,Don't Know,District Name,Boston,4,31,N,N,,,,,,,,,,,,,
Boston,A1_1,Principal,A1_1d,A_Page_A1_1_d_A1_1,STATE CURRICULUM FRAMEWORKS,A1d,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts English Language Arts (ELA) Curriculum Framework.,ELA state assessments provide useful information about how well students in my school are mastering the 2011 ELA state standards.,,,District Name,Boston,,31,N,N,,,,,,,,,2.9,0.14,2.63,3.18,3
Boston,A1_2,Principal,A1_2a,A_Page_A1_2_a_A1_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following English Language Arts (ELA) resources from your district do you need in your school, when compared to what you have now?",Textbooks aligned to the state standards,0,Resource is NOT available,District Name,Boston,1,35,N,N,2.71,2.16,0,7.02,2.86,2.28,0.65,11.61,,,,,
Boston,A1_2,Principal,A1_2a,A_Page_A1_2_a_A1_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following English Language Arts (ELA) resources from your district do you need in your school, when compared to what you have now?",Textbooks aligned to the state standards,1,"Resource is available - Compared to what I have now, I need: Less",District Name,Boston,3,35,N,N,8.12,3.7,0.72,15.52,8.57,3.95,3.43,19.84,,,,,
Boston,A1_2,Principal,A1_2a,A_Page_A1_2_a_A1_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following English Language Arts (ELA) resources from your district do you need in your school, when compared to what you have now?",Textbooks aligned to the state standards,2,"Resource is available - Compared to what I have now, I need: Same Amount",District Name,Boston,19,35,N,N,51.43,7.72,35.99,66.88,54.29,6.72,41.01,66.98,,,,,
Boston,A1_2,Principal,A1_2a,A_Page_A1_2_a_A1_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following English Language Arts (ELA) resources from your district do you need in your school, when compared to what you have now?",Textbooks aligned to the state standards,3,"Resource is available - Compared to what I have now, I need: More",District Name,Boston,12,35,N,N,32.48,6.56,19.36,45.61,34.29,5.79,23.88,46.46,,,,,
Boston,A1_2,Principal,A1_2a,A_Page_A1_2_a_A1_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following English Language Arts (ELA) resources from your district do you need in your school, when compared to what you have now?",Textbooks aligned to the state standards,(missing),missing,District Name,Boston,3,35,N,N,8.12,3.65,0.82,15.43,,,,,,,,,
Boston,A1_2,Principal,A1_2a,A_Page_A1_2_a_A1_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following English Language Arts (ELA) resources from your district do you need in your school, when compared to what you have now?",Textbooks aligned to the state standards,,,District Name,Boston,,35,N,N,,,,,,,,,2.2,0.09,2.02,2.38,2
Boston,A1_2,Principal,A1_2b,A_Page_A1_2_b_A1_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following English Language Arts (ELA) resources from your district do you need in your school, when compared to what you have now?",Formative or diagnostic assessments aligned to the state standards,0,Resource is NOT available,District Name,Boston,0,35,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,A1_2,Principal,A1_2b,A_Page_A1_2_b_A1_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following English Language Arts (ELA) resources from your district do you need in your school, when compared to what you have now?",Formative or diagnostic assessments aligned to the state standards,1,"Resource is available - Compared to what I have now, I need: Less",District Name,Boston,6,35,N,N,16.24,5.25,5.74,26.74,17.14,5.41,8.95,30.34,,,,,
Boston,A1_2,Principal,A1_2b,A_Page_A1_2_b_A1_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following English Language Arts (ELA) resources from your district do you need in your school, when compared to what you have now?",Formative or diagnostic assessments aligned to the state standards,2,"Resource is available - Compared to what I have now, I need: Same Amount",District Name,Boston,19,35,N,N,51.43,8.28,34.88,67.99,54.29,7.07,40.36,67.57,,,,,
Boston,A1_2,Principal,A1_2b,A_Page_A1_2_b_A1_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following English Language Arts (ELA) resources from your district do you need in your school, when compared to what you have now?",Formative or diagnostic assessments aligned to the state standards,3,"Resource is available - Compared to what I have now, I need: More",District Name,Boston,10,35,N,N,27.07,5.82,15.42,38.72,28.57,5.52,18.99,40.57,,,,,
Boston,A1_2,Principal,A1_2b,A_Page_A1_2_b_A1_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following English Language Arts (ELA) resources from your district do you need in your school, when compared to what you have now?",Formative or diagnostic assessments aligned to the state standards,(missing),missing,District Name,Boston,3,35,N,N,8.12,3.65,0.82,15.43,,,,,,,,,
Boston,A1_2,Principal,A1_2b,A_Page_A1_2_b_A1_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following English Language Arts (ELA) resources from your district do you need in your school, when compared to what you have now?",Formative or diagnostic assessments aligned to the state standards,,,District Name,Boston,,35,N,N,,,,,,,,,2.11,0.08,1.95,2.28,2
Boston,A1_3,Principal,A1_3a,A_A1_3_Page_A1_3_a_A1_3,STATE CURRICULUM FRAMEWORKS,A5a,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Curriculum resources aligned to the 2011 ELA Curriculum Framework,0,Resource is NOT available,District Name,Boston,0,33,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,A1_3,Principal,A1_3a,A_A1_3_Page_A1_3_a_A1_3,STATE CURRICULUM FRAMEWORKS,A5a,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Curriculum resources aligned to the 2011 ELA Curriculum Framework,1,"Resource is available - Compared to what I have now, I need: Less",District Name,Boston,2,33,N,N,5.41,2.98,0,11.38,6.06,3.34,2.07,16.42,,,,,
Boston,A1_3,Principal,A1_3a,A_A1_3_Page_A1_3_a_A1_3,STATE CURRICULUM FRAMEWORKS,A5a,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Curriculum resources aligned to the 2011 ELA Curriculum Framework,2,"Resource is available - Compared to what I have now, I need: Same Amount",District Name,Boston,15,33,N,N,40.61,7.35,25.91,55.3,45.45,6.84,32.57,58.97,,,,,
Boston,A1_3,Principal,A1_3a,A_A1_3_Page_A1_3_a_A1_3,STATE CURRICULUM FRAMEWORKS,A5a,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Curriculum resources aligned to the 2011 ELA Curriculum Framework,3,"Resource is available - Compared to what I have now, I need: More",District Name,Boston,16,33,N,N,43.31,7.22,28.87,57.75,48.48,6.93,35.24,61.95,,,,,
Boston,A1_3,Principal,A1_3a,A_A1_3_Page_A1_3_a_A1_3,STATE CURRICULUM FRAMEWORKS,A5a,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Curriculum resources aligned to the 2011 ELA Curriculum Framework,(missing),missing,District Name,Boston,5,33,N,N,13.54,4.74,4.06,23.01,,,,,,,,,
Boston,A1_3,Principal,A1_3a,A_A1_3_Page_A1_3_a_A1_3,STATE CURRICULUM FRAMEWORKS,A5a,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Curriculum resources aligned to the 2011 ELA Curriculum Framework,,,District Name,Boston,,33,N,N,,,,,,,,,2.42,0.08,2.26,2.59,2
Boston,A1_3,Principal,A1_3b,A_A1_3_Page_A1_3_b_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Information about how state standards change what students are expected to learn,0,Resource is NOT available,District Name,Boston,0,34,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,A1_3,Principal,A1_3b,A_A1_3_Page_A1_3_b_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Information about how state standards change what students are expected to learn,1,"Resource is available - Compared to what I have now, I need: Less",District Name,Boston,2,34,N,N,5.41,3.02,0,11.45,5.88,3.3,1.97,16.24,,,,,
Boston,A1_3,Principal,A1_3b,A_A1_3_Page_A1_3_b_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Information about how state standards change what students are expected to learn,2,"Resource is available - Compared to what I have now, I need: Same Amount",District Name,Boston,20,34,N,N,54.14,8.57,37,71.28,58.82,7.52,43.66,72.48,,,,,
Boston,A1_3,Principal,A1_3b,A_A1_3_Page_A1_3_b_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Information about how state standards change what students are expected to learn,3,"Resource is available - Compared to what I have now, I need: More",District Name,Boston,12,34,N,N,32.48,7.23,18.01,46.96,35.29,7.06,22.88,50.07,,,,,
Boston,A1_3,Principal,A1_3b,A_A1_3_Page_A1_3_b_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Information about how state standards change what students are expected to learn,(missing),missing,District Name,Boston,4,34,N,N,10.83,4.23,2.37,19.28,,,,,,,,,
Boston,A1_3,Principal,A1_3b,A_A1_3_Page_A1_3_b_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Information about how state standards change what students are expected to learn,,,District Name,Boston,,34,N,N,,,,,,,,,2.29,0.08,2.13,2.46,2
Boston,A1_3,Principal,A1_3c,A_A1_3_Page_A1_3_c_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Information about how state standards change what is expected of teachers' instructional practice,0,Resource is NOT available,District Name,Boston,0,34,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,A1_3,Principal,A1_3c,A_A1_3_Page_A1_3_c_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Information about how state standards change what is expected of teachers' instructional practice,1,"Resource is available - Compared to what I have now, I need: Less",District Name,Boston,1,34,N,N,2.71,2.15,0,7,2.94,2.34,0.67,11.93,,,,,
Boston,A1_3,Principal,A1_3c,A_A1_3_Page_A1_3_c_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Information about how state standards change what is expected of teachers' instructional practice,2,"Resource is available - Compared to what I have now, I need: Same Amount",District Name,Boston,14,34,N,N,37.9,6.3,25.29,50.51,41.18,6.25,29.58,53.84,,,,,
Boston,A1_3,Principal,A1_3c,A_A1_3_Page_A1_3_c_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Information about how state standards change what is expected of teachers' instructional practice,3,"Resource is available - Compared to what I have now, I need: More",District Name,Boston,19,34,N,N,51.43,8.03,35.36,67.51,55.88,6.34,43.23,67.82,,,,,
Boston,A1_3,Principal,A1_3c,A_A1_3_Page_A1_3_c_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Information about how state standards change what is expected of teachers' instructional practice,(missing),missing,District Name,Boston,4,34,N,N,10.83,4.23,2.37,19.28,,,,,,,,,
Boston,A1_3,Principal,A1_3c,A_A1_3_Page_A1_3_c_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Information about how state standards change what is expected of teachers' instructional practice,,,District Name,Boston,,34,N,N,,,,,,,,,2.53,0.07,2.38,2.67,3
Boston,A1_3,Principal,A1_3d,A_A1_3_Page_A1_3_d_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Guidance on how to embed students' social and emotional learning into the ELA school curriculum,0,Resource is NOT available,District Name,Boston,3,34,N,N,8.12,3.67,0.78,15.46,8.82,3.88,3.67,19.72,,,,,
Boston,A1_3,Principal,A1_3d,A_A1_3_Page_A1_3_d_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Guidance on how to embed students' social and emotional learning into the ELA school curriculum,1,"Resource is available - Compared to what I have now, I need: Less",District Name,Boston,2,34,N,N,5.41,3.06,0,11.54,5.88,3.3,1.97,16.24,,,,,
Boston,A1_3,Principal,A1_3d,A_A1_3_Page_A1_3_d_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Guidance on how to embed students' social and emotional learning into the ELA school curriculum,2,"Resource is available - Compared to what I have now, I need: Same Amount",District Name,Boston,7,34,N,N,18.95,4.73,9.48,28.42,20.59,5.05,12.36,32.27,,,,,
Boston,A1_3,Principal,A1_3d,A_A1_3_Page_A1_3_d_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Guidance on how to embed students' social and emotional learning into the ELA school curriculum,3,"Resource is available - Compared to what I have now, I need: More",District Name,Boston,22,34,N,N,59.56,8.45,42.65,76.46,64.71,6.55,51,76.35,,,,,
Boston,A1_3,Principal,A1_3d,A_A1_3_Page_A1_3_d_A1_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following English Language Arts (ELA) resources would you like in the future, compared to what you have now?",Guidance on how to embed students' social and emotional learning into the ELA school curriculum,(missing),missing,District Name,Boston,4,34,N,N,10.83,4.23,2.37,19.28,,,,,,,,,
