School Year,State,Exit Code,Disability,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 14 to 21 total,Hispanic/Latino,American Indian or Alaska Native,Asian,Black or African American,Native Hawaiian or Other Pacific Islander,White,Two or more races,Male,Female,Limited English proficiency,Non-limited English proficiency
2013-2014,ALASKA,Reached maximum age,Multiple disabilities,-,-,-,-,-,-,0,4,4,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Received a certificate,Multiple disabilities,0,0,0,0,2,2,3,6,13,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Total exiting school,Multiple disabilities,0,0,0,2,8,7,5,10,32,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Total exiting special education,Multiple disabilities,0,0,5,2,8,7,5,10,37,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Transferred to regular education,Multiple disabilities,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Died,Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Dropped out,Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,0,0,0,2,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Graduated with regular high school diploma,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,"Moved, known to be continuing",Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Reached maximum age,Orthopedic impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Received a certificate,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Total exiting school,Orthopedic impairment,0,0,0,2,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Total exiting special education,Orthopedic impairment,0,0,0,2,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Transferred to regular education,Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Died,Other health impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Dropped out,Other health impairment,3,10,14,23,15,12,3,0,80,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Graduated with a regular high school diploma and received a certificate,Other health impairment,0,0,1,55,55,8,7,2,128,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Graduated with regular high school diploma,Other health impairment,0,0,1,48,44,7,4,0,104,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,"Moved, known to be continuing",Other health impairment,17,15,23,10,2,1,0,0,68,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Reached maximum age,Other health impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Received a certificate,Other health impairment,0,0,0,7,11,1,3,2,24,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Total exiting school,Other health impairment,3,10,15,78,70,20,10,2,208,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Total exiting special education,Other health impairment,29,30,40,89,77,21,10,2,298,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Transferred to regular education,Other health impairment,9,5,2,1,5,0,0,0,22,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Died,Specific learning disability,0,0,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Dropped out,Specific learning disability,12,24,34,69,45,20,9,2,215,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Graduated with a regular high school diploma and received a certificate,Specific learning disability,0,0,2,216,163,39,9,9,438,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Graduated with regular high school diploma,Specific learning disability,0,0,2,177,131,29,8,7,354,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,"Moved, known to be continuing",Specific learning disability,36,37,46,21,22,2,2,0,166,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Reached maximum age,Specific learning disability,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Received a certificate,Specific learning disability,0,0,0,39,32,10,1,2,84,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Total exiting school,Specific learning disability,12,24,36,285,209,59,18,11,654,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Total exiting special education,Specific learning disability,70,85,114,328,242,63,20,11,933,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Transferred to regular education,Specific learning disability,22,24,32,22,11,2,0,0,113,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Died,Speech or language impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Dropped out,Speech or language impairment,0,2,0,1,0,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,0,0,0,7,4,1,0,0,12,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Graduated with regular high school diploma,Speech or language impairment,0,0,0,5,3,0,0,0,8,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,"Moved, known to be continuing",Speech or language impairment,3,1,3,1,0,0,0,0,8,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Reached maximum age,Speech or language impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Received a certificate,Speech or language impairment,0,0,0,2,1,1,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Total exiting school,Speech or language impairment,0,2,0,8,4,1,0,0,15,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Total exiting special education,Speech or language impairment,15,11,10,11,5,1,1,0,54,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Transferred to regular education,Speech or language impairment,12,8,7,2,1,0,1,0,31,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Died,Traumatic brain injury,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Dropped out,Traumatic brain injury,0,1,0,0,0,1,1,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Graduated with a regular high school diploma and received a certificate,Traumatic brain injury,0,0,0,2,2,0,1,1,6,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Graduated with regular high school diploma,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,"Moved, known to be continuing",Traumatic brain injury,0,0,1,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Reached maximum age,Traumatic brain injury,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Received a certificate,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Total exiting school,Traumatic brain injury,0,1,0,2,2,1,2,1,9,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Total exiting special education,Traumatic brain injury,0,1,1,3,2,1,2,1,11,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Transferred to regular education,Traumatic brain injury,0,0,0,1,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Died,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Dropped out,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Graduated with a regular high school diploma and received a certificate,Visual impairment,0,0,0,2,1,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Graduated with regular high school diploma,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,"Moved, known to be continuing",Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Reached maximum age,Visual impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Received a certificate,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Total exiting school,Visual impairment,0,0,0,2,1,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Total exiting special education,Visual impairment,0,0,0,2,1,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,ALASKA,Transferred to regular education,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Died,All Disabilities,x,x,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,AMERICAN SAMOA,Dropped out,All Disabilities,x,x,0,1,0,x,x,0,1,0,0,0,0,1,0,0,1,0,1,0
2013-2014,AMERICAN SAMOA,Graduated with a regular high school diploma and received a certificate,All Disabilities,x,x,0,13,22,x,x,3,43,0,0,0,0,43,0,0,35,8,43,0
2013-2014,AMERICAN SAMOA,Graduated with regular high school diploma,All Disabilities,x,x,0,13,21,x,x,0,37,0,0,0,0,37,0,0,32,5,37,0
2013-2014,AMERICAN SAMOA,"Moved, known to be continuing",All Disabilities,x,x,0,1,1,x,x,0,5,0,0,0,0,5,0,0,5,0,5,0
2013-2014,AMERICAN SAMOA,Reached maximum age,All Disabilities,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,AMERICAN SAMOA,Received a certificate,All Disabilities,x,x,0,0,1,x,x,3,6,0,0,0,0,6,0,0,3,3,6,0
2013-2014,AMERICAN SAMOA,Total exiting school,All Disabilities,x,x,0,14,22,x,x,3,44,0,0,0,0,44,0,0,36,8,44,0
2013-2014,AMERICAN SAMOA,Total exiting special education,All Disabilities,x,x,0,18,26,x,x,3,57,0,0,0,0,57,0,0,48,9,57,0
2013-2014,AMERICAN SAMOA,Transferred to regular education,All Disabilities,x,x,0,3,3,x,x,0,8,0,0,0,0,8,0,0,7,1,8,0
2013-2014,AMERICAN SAMOA,Died,Autism,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Dropped out,Autism,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with a regular high school diploma and received a certificate,Autism,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with regular high school diploma,Autism,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,"Moved, known to be continuing",Autism,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Reached maximum age,Autism,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Received a certificate,Autism,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting school,Autism,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting special education,Autism,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Transferred to regular education,Autism,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Died,Deaf-blindness,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Dropped out,Deaf-blindness,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with a regular high school diploma and received a certificate,Deaf-blindness,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with regular high school diploma,Deaf-blindness,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,"Moved, known to be continuing",Deaf-blindness,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Reached maximum age,Deaf-blindness,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Received a certificate,Deaf-blindness,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting school,Deaf-blindness,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting special education,Deaf-blindness,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Transferred to regular education,Deaf-blindness,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Died,Emotional disturbance,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Dropped out,Emotional disturbance,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with a regular high school diploma and received a certificate,Emotional disturbance,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with regular high school diploma,Emotional disturbance,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,"Moved, known to be continuing",Emotional disturbance,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Reached maximum age,Emotional disturbance,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Received a certificate,Emotional disturbance,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting school,Emotional disturbance,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting special education,Emotional disturbance,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Transferred to regular education,Emotional disturbance,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Died,Hearing impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Dropped out,Hearing impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with a regular high school diploma and received a certificate,Hearing impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with regular high school diploma,Hearing impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,"Moved, known to be continuing",Hearing impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Reached maximum age,Hearing impairment,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Received a certificate,Hearing impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting school,Hearing impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting special education,Hearing impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Transferred to regular education,Hearing impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Died,Intellectual disability,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Dropped out,Intellectual disability,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with a regular high school diploma and received a certificate,Intellectual disability,x,x,0,0,0,x,x,1,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with regular high school diploma,Intellectual disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,"Moved, known to be continuing",Intellectual disability,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Reached maximum age,Intellectual disability,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Received a certificate,Intellectual disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting school,Intellectual disability,x,x,0,0,0,x,x,1,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting special education,Intellectual disability,x,x,0,0,0,x,x,1,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Transferred to regular education,Intellectual disability,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Died,Multiple disabilities,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Dropped out,Multiple disabilities,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with a regular high school diploma and received a certificate,Multiple disabilities,x,x,0,0,1,x,x,2,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with regular high school diploma,Multiple disabilities,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,"Moved, known to be continuing",Multiple disabilities,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Reached maximum age,Multiple disabilities,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Received a certificate,Multiple disabilities,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting school,Multiple disabilities,x,x,0,0,1,x,x,2,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting special education,Multiple disabilities,x,x,0,0,1,x,x,2,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Transferred to regular education,Multiple disabilities,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Died,Orthopedic impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Dropped out,Orthopedic impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with regular high school diploma,Orthopedic impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,"Moved, known to be continuing",Orthopedic impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Reached maximum age,Orthopedic impairment,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Received a certificate,Orthopedic impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting school,Orthopedic impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting special education,Orthopedic impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Transferred to regular education,Orthopedic impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Died,Other health impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Dropped out,Other health impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with a regular high school diploma and received a certificate,Other health impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with regular high school diploma,Other health impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,"Moved, known to be continuing",Other health impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Reached maximum age,Other health impairment,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Received a certificate,Other health impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting school,Other health impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting special education,Other health impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Transferred to regular education,Other health impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Died,Specific learning disability,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Dropped out,Specific learning disability,x,x,0,1,0,x,x,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with a regular high school diploma and received a certificate,Specific learning disability,x,x,0,13,21,x,x,0,37,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with regular high school diploma,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,"Moved, known to be continuing",Specific learning disability,x,x,0,1,1,x,x,0,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Reached maximum age,Specific learning disability,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Received a certificate,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting school,Specific learning disability,x,x,0,14,21,x,x,0,38,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting special education,Specific learning disability,x,x,0,18,25,x,x,0,51,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Transferred to regular education,Specific learning disability,x,x,0,3,3,x,x,0,8,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Died,Speech or language impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Dropped out,Speech or language impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with regular high school diploma,Speech or language impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,"Moved, known to be continuing",Speech or language impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Reached maximum age,Speech or language impairment,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Received a certificate,Speech or language impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting school,Speech or language impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting special education,Speech or language impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Transferred to regular education,Speech or language impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Died,Traumatic brain injury,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Dropped out,Traumatic brain injury,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with a regular high school diploma and received a certificate,Traumatic brain injury,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with regular high school diploma,Traumatic brain injury,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,"Moved, known to be continuing",Traumatic brain injury,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Reached maximum age,Traumatic brain injury,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Received a certificate,Traumatic brain injury,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting school,Traumatic brain injury,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Total exiting special education,Traumatic brain injury,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Transferred to regular education,Traumatic brain injury,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Died,Visual impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Dropped out,Visual impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,AMERICAN SAMOA,Graduated with a regular high school diploma and received a certificate,Visual impairment,x,x,0,0,0,x,x,0,0,-,-,-,-,-,-,-,-,-,-,-
